loan_id,Default,Kwota_Kredytu,Dlugosc_Kredytu,Rata_Kredytu,Wiek,Plec,Bezrobocie,Przestepczosc,Srednia_Pensja,Urbanizacja,Staz_Klienta,Czestosc_Wyciagu,Posiada_Karte,Posiada_Karte_Gold,Liczba_Zlecen,Suma_Zlecen,Oplaca_Ubezpieczenie,Oplaca_Mieszkanie,Srednie_Saldo,Min_Saldo,Max_Saldo,Odchylenie_Salda,Suma_Wplywow,Suma_Wydatkow,Liczba_Transakcji,Liczba_Kar,Srednie_Saldo_3M,Min_Saldo_3M,Wplywy_3M,Wskaznik_DTI,Wskaznik_Oszczedzania
5032,0,123696,48,2577,54.340862423,0,4.69,2854,8772,124605,11.052631579,1,0,0,3,8504,0,1,49084.381967,300,89822.2,20572.45753,285666.8,210149.6,61,0,38545.635,22488.1,51597.2,0.1498250007,0.7356467897
5034,0,112752,36,3132,41.911019849,1,5.93,4980,8678,161227,22.171052632,1,1,0,2,6935,0,1,44659.649612,900,68401.9,11387.127112,384719,335802.2,129,0,51869.877778,42773.9,46633.4,0.2014735271,0.8728509046
5036,0,91248,48,1901,25.401779603,1,1.42,6604,10045,177686,19.046052632,1,0,0,1,1901,0,0,30173.124242,900,59725.7,10956.883406,399411.2,384544.4,99,0,25381.553333,14815.7,57788,0.098683186,0.9627783027
5039,0,66840,24,2785,57.839835729,1,3.13,1845,9045,58796,15.230263158,0,0,0,2,16476,0,1,38819.320213,700,109016.3,18712.608853,600842.5,504601,94,0,42351.283333,22597.9,111173.5,0.0751507738,0.8398226826
5041,0,369000,60,6150,23.028062971,1,1.51,6079,9538,162580,20.822368421,0,0,0,4,9818.5,1,1,48648.40117,700,110827.3,19732.115098,547477.7,459228,171,0,64688.446154,40907.3,78757.4,0.2342547778,0.8388070623
5042,0,331584,48,6908,25.029431896,1,2.41,1658,8388,95907,19.572368421,1,0,0,1,6908,0,0,42007.366337,400,73943,13202.104147,496133.9,440639,101,0,46858.938889,35215,78938.5,0.2625235142,0.8881455427
5043,0,468060,60,7801,50.485968515,1,1.79,2854,8369,112709,15.460526316,0,1,0,3,11936.2,0,1,59623.216071,400,127425.3,25407.637816,823643.5,619715,112,0,67141.048,39124.6,164643,0.1421413214,0.7524071368
5044,0,100980,60,1683,29.472963723,0,1.6,18721,9897,387570,12.664473684,1,0,0,2,6422,0,1,35614.744286,600,53376.7,9576.3277169,207705.6,160567.8,70,0,38015.089474,30921.8,49276.8,0.102455773,0.7730558393
5045,1,187224,24,7801,47.832991102,0,0.29,85677,12541,1204953,16.578947368,1,0,0,1,7801.2,0,0,42084.311364,-243.3,92571.3,22038.481589,502143.6,361475.4,88,1,33400.288889,5133.8,64690,0.3617547494,0.7198651544
5046,0,42816,12,3568,61.190965092,0,3.8,9672,8994,226122,15.065789474,1,0,0,2,8228,0,1,17076.756471,1100,31616.5,5320.7314298,145597.1,126900.6,85,0,16712.127778,11351.5,25378.9,0.4217178383,0.8715882968
5051,0,230400,60,3840,36.27926078,0,4.09,5623,9893,228848,14.671052632,1,0,0,5,13567.2,1,1,79500.538095,20574,145352.1,22324.05166,1082326.7,991259.4,168,0,61550.992308,45912.7,80420.3,0.1432420704,0.9158597715
5060,1,252060,60,4201,29.048596851,1,3.45,1879,8441,110643,7.6315789474,1,0,0,3,12584.2,0,1,57340.508197,900,106259.6,21418.913856,389614.5,255188,61,0,58548.270968,28523.5,170479.4,0.0739255196,0.6549765089
5061,0,84288,48,1756,40.698151951,1,2.82,818,8843,45714,14.671052632,1,0,0,2,7581,0,1,25727.382353,500,50218.4,8961.6463331,272322.3,232796,85,0,25400.492308,9311.6,52420.8,0.1004887093,0.8548552401
5063,1,357840,48,7455,56.024640657,1,1.6,18721,9897,387570,3.3552631579,1,0,0,3,15129,0,1,5350,600,10100,6717.5144213,10100,0,2,0,10100,10100,9500,2.3534673261,0.0000990001
5072,1,196800,24,8200,36.824093087,1,1.25,5179,11277,112065,6.5460526316,1,0,0,1,8200.2,0,0,58669.504348,300,113888,28112.217725,321080.8,282914.6,23,0,62611.823077,36988,148285.1,0.1658932848,0.8811324715
5082,0,262980,60,4383,30.316221766,1,2.77,1597,8598,53921,12.138157895,1,0,0,1,4382.7,0,0,41729.616071,900,78574.3,16330.173222,242727.4,166646,56,0,38590.506667,24213.6,60873,0.2159964518,0.6865574857
5086,0,210384,48,4383,41.040383299,1,6.63,9878,10177,285387,15.888157895,1,0,0,2,10836.7,0,1,45912.4,300,121135.2,21519.721756,254090.1,207611.6,59,0,66545.347368,31140,124835.9,0.1053277464,0.8170793861
5088,0,91152,24,3798,54.143737166,0,2.8,4340,9272,105058,15.296052632,1,1,0,1,3798.2,0,0,44829.544156,400,72327.7,13400.064097,383627.7,312446,77,0,49917.071429,31189.8,80447,0.1416283406,0.8144515778
5103,0,12540,12,1045,57.409993155,1,0.65,1029,8561,67298,20.493421053,1,1,0,4,8218,1,1,41922.046711,200,57779.4,9731.97545,346716.2,292154,152,0,47087.28,37841.2,44619.8,0.0702555644,0.8426319779
5110,0,102240,60,1704,51.750855578,1,3.38,2212,8757,109164,19.967105263,1,1,0,2,8062,0,1,29946.995238,900,43627.3,7804.90073,253392,218623.6,126,0,30924.196154,20182.9,43005.3,0.118860778,0.8627886327
5117,0,76944,12,6412,41.136208077,1,0.29,85677,12541,1204953,17.598684211,1,1,0,4,20301,1,1,40141.795455,500,105970.4,22283.583719,487380.5,368603,110,0,57248.546429,15230.5,166717.4,0.1153788019,0.756294607
5124,0,156096,36,4336,45.618069815,0,1.51,2299,9104,103347,6.1513157895,0,0,0,2,11730.8,0,1,51641.833333,700,93801.3,19462.195793,171453.9,126550,33,0,55083.054545,28471.9,65877.5,0.1974484104,0.7381008067
5125,0,73056,48,1522,25.396303901,0,7.34,4947,10446,119895,9.5394736842,1,0,0,3,5316,0,1,23255.14902,500,33555.4,6550.59543,73128.7,51583,51,0,22379.054545,15853.7,18875.8,0.2418585927,0.7053768852
5126,1,208128,48,4336,43.063655031,0,1.6,18721,9897,387570,14.440789474,1,1,0,1,4335.8,0,0,36369.975,-1069.7,96064,22812.18644,342886.4,240416.8,64,0,44496.213333,27105.2,104071.8,0.1249870286,0.7011567063
5128,1,215616,48,4492,38.778918549,0,6.6,1103,8173,42821,9.9671052632,1,0,0,1,4492,0,0,21447.62459,-3424.6,50124.8,13056.987307,165167.3,156526.6,61,2,11343.744,-3424.6,46596.9,0.2891851699,0.947685482
5130,0,24312,12,2026,38.861054073,1,1.12,1874,8427,93931,14.967105263,1,0,0,1,2025.7,0,0,29380.839744,1100,48277.9,7695.8628009,207260.4,99460.6,78,0,31829.4,22660.8,39762.3,0.1528468288,0.4798848218
5131,0,48624,24,2026,33.522245038,0,6.49,6949,9317,128118,17.138157895,1,0,0,2,6539.7,0,1,63857.236752,200,134187.4,25825.858182,736573,662243.2,117,0,74135.361538,47993.6,164655.2,0.0369128291,0.899087125
5132,0,538500,60,8975,34.631074606,0,3.85,2616,9307,95616,11.052631579,1,0,0,2,13580,0,1,33687.858621,200,69775.9,13408.020365,258133.6,234862.6,58,0,27859.759091,14837,75190.4,0.3580766397,0.9098493577
5134,0,53076,12,4423,48.59137577,0,3.13,999,8402,51428,10.953947368,1,1,0,2,13658,0,1,33129.403077,500,65121.6,14034.72871,203498,182432.2,65,0,24771.803704,14151.1,63323.5,0.2095331338,0.8964820466
5136,0,187104,24,7796,19.074606434,1,3.8,9672,8994,226122,4.6381578947,1,1,0,1,7795.5,0,0,66292.372,300,137193.5,34581.401348,288707,201829.2,25,0,77149.278947,42552.7,200849.5,0.1164436589,0.6990807321
5138,0,87216,48,1817,40.911704312,1,0.29,85677,12541,1204953,20.263157895,1,0,0,4,6147,1,1,30847.149324,700,43787.3,6554.7605128,232489.3,205694,148,0,25941.308696,20088.9,31420.6,0.1734683486,0.8847465894
5140,0,178500,60,2975,26.652977413,1,3.33,4355,8746,182027,10,1,0,0,4,7604,1,1,21491.790625,1000,39315.6,8412.0962106,96513.6,77116,64,0,16015.453125,8448.8,35842.9,0.2489824499,0.7990190085
5145,0,309552,48,6449,60.210814511,0,3.8,9672,8994,226122,7.9276315789,1,0,0,2,20740,0,1,56105.5,700,121713.2,21979.384405,330907.3,279107.8,35,0,53453.361111,35709.2,116694.1,0.1657881815,0.8434626753
5147,0,22260,60,371,57.886379192,1,6.63,9878,10177,285387,5.2302631579,1,0,0,2,3653,0,1,23066.613333,700,31277.6,8114.0442626,40077.6,8800,15,0,27871.633333,24884.1,15285.1,0.0728017216,0.2195934988
5148,0,284280,60,4738,37.911019849,1,4.46,4147,9065,114006,18.453947368,1,1,1,1,4738,0,0,64182.641489,300,109361.9,20167.80243,742462.2,609389.8,94,0,68165.947059,36994.1,114430,0.1242124212,0.8207690294
5151,0,189060,60,3151,36.895277207,1,4.64,5244,9753,149893,6.6776315789,0,1,0,2,9091,0,1,72242.896667,200,101793.6,24683.063214,301974.5,223120,30,0,76755.189474,38274.6,120937.3,0.0781625314,0.7388711998
5154,0,108720,60,1812,32,1,2.95,2640,8546,77963,19.539473684,1,1,0,1,1812.3,0,0,50883.196875,1000,112610.8,21193.141302,339139.6,264873,64,0,59523.183333,40682.5,95706.8,0.0567966917,0.7810153075
5158,0,188532,36,5237,22.778918549,1,6.63,9878,10177,285387,21.315789474,1,0,0,1,5237,0,0,64193.40473,200,143846.4,29366.481591,1157400.5,1088333.6,148,0,50614.446154,22144.8,157391.8,0.0998190537,0.9403258938
5160,0,204000,60,3400,51.463381246,0,2.28,2080,8390,77917,12.039473684,1,0,0,2,10485.5,0,1,37809.398462,400,68172.8,12656.782825,269311,204482.2,65,0,30598.640909,17219.9,71813.3,0.142029038,0.759279943
5161,0,98184,24,4091,49.325119781,1,5.74,2157,8403,114200,3.6513157895,1,0,0,1,4090.8,0,0,41660.392857,500,68956.1,19672.650902,99656.2,30700,14,0,46475.041667,23793.1,74611.2,0.1644861166,0.3080660504
5169,0,253200,60,4220,62.231348392,0,2.52,2564,8363,139012,19.276315789,1,0,0,4,12861.5,1,1,34086.208955,1000,96491.4,18873.407739,420720.8,351634.4,134,0,42782.16,14575.5,81204.8,0.1558963548,0.8357907767
5170,0,253200,60,4220,43.556468172,1,2.52,2564,8363,139012,8.3881578947,0,0,0,1,4219.5,0,0,47302.546341,800,104417.9,26552.739505,284778.7,163750,41,0,31870.088889,15124.2,93690.3,0.1351217216,0.5750093844
5172,0,50976,36,1416,18.792607803,0,2.28,2080,8390,77917,16.315789474,1,0,0,4,8532,1,1,28050.299187,400,48735.9,9147.7268807,234586.3,213273.2,123,0,19179.137037,12229.1,35412.1,0.1199488354,0.9091464031
5174,0,385104,48,8023,40.950034223,1,1.6,18721,9897,387570,16.973684211,1,0,0,2,18283.8,0,1,47433.420588,1000,121006.5,24768.348087,894091.9,751768.2,102,0,39957.957895,18331.2,168858.2,0.1425371844,0.8408177718
5176,1,192552,24,8023,31.367556468,1,2.65,1563,8547,70646,14.473684211,0,0,0,1,8022.8,0,0,23979.011765,800,49563,13015.026675,158360.4,116980,51,0,18405.957143,3918.8,39096.6,0.6155817451,0.7386964248
5189,0,149040,48,3105,25.604380561,1,0.45,3475,9622,75637,9.6052631579,1,0,0,2,7502.2,0,1,36845.588889,200,62441.6,12658.246764,189931.6,163458,54,0,34261.94,18921.5,65622.3,0.1419422083,0.8606158185
5206,0,128544,24,5356,46.187542779,1,4.75,18782,10673,323870,9.4407894737,0,0,0,5,14399.7,1,1,40526.455,200,131453.2,22589.559555,249802.1,218720,60,0,25665.973913,16531.6,43538.5,0.3690272499,0.8755736018
5207,0,35904,48,748,50.663928816,0,4.09,5623,9893,228848,9.7368421053,1,0,0,5,4233,1,1,22981.055932,900,34278.5,6022.0733457,67757.7,50095.4,59,0,21332.519355,16922.3,22893,0.0980083857,0.7393353178
5208,1,99696,48,2077,23.707049966,1,5.74,2157,8403,114200,21.25,1,0,0,1,2077,0,0,46341.293519,-974.6,127684.9,28762.206936,649189.6,479775.6,108,1,26197.672,-974.6,99923.4,0.0623558939,0.7390381192
5209,0,182640,48,3805,54.403832991,1,1.29,2719,8544,145688,7.9605263158,1,0,0,3,13935.2,0,1,37802.23,600,64411.8,14199.381523,196501.2,172602.8,40,0,36553.352174,22998.3,69922.4,0.1632454015,0.8783810054
5210,0,148140,36,4115,34.751540041,1,2.77,1597,8598,53921,20.230263158,0,0,0,1,4114.7,0,0,40688.348305,1000,78468.6,13220.371518,536679.3,462580,118,0,37077.26,23599,74521.1,0.1656511115,0.8619302777
5212,0,71064,36,1974,48.908966461,1,7.08,2653,8965,85852,13.256578947,1,0,0,3,8602,0,1,34577.302326,700,55373.3,9923.1715411,226245.7,194848.8,86,0,35211.495652,26966.3,46193.4,0.1281918072,0.8612271472
5214,0,74772,36,2077,36.999315537,0,1.88,3659,8743,157042,12.796052632,0,0,0,2,6239.3,0,1,24872.139437,500,45989,8273.7297699,190532.5,146196,71,0,22581.144444,12368.7,43937.9,0.1418041051,0.7673033876
5221,0,52512,12,4376,54.428473648,0,1.88,3659,8743,157042,17.138157895,1,0,0,1,4375.5,0,0,59684.298851,1000,120419.7,22496.238341,563908.8,450560.6,87,0,62664.405556,34979.2,71137.5,0.1845362346,0.7989958678
5226,0,185544,36,5154,59.279945243,0,4.69,2854,8772,124605,9.6381578947,1,0,0,5,18352,1,1,27729.917143,200,70887.8,15360.768047,139410.7,84810.2,35,0,28261.442857,3963.3,81191,0.1904327906,0.6083506621
5229,0,23520,12,1960,56.183436003,0,2.53,1850,8240,107911,11.677631579,1,0,0,3,10409.2,0,1,25967.495238,500,44667,7748.9428588,147704.6,124145.2,63,0,22397.489474,18205.7,23791.1,0.2471200844,0.8404975844
5236,0,389136,48,8107,30.209445585,0,2.53,1850,8240,107911,11.644736842,1,0,0,1,8107.3,0,0,59749.883871,700,126403.5,25629.232334,635492.1,505702.2,62,0,68093.872222,48054.5,146676.1,0.1658109438,0.7957650524
5237,0,45336,24,1889,38.160164271,0,3.13,999,8402,51428,16.085526316,1,0,0,2,7819,0,1,48152.953333,800,71486,11574.10224,361660.3,321820.6,90,0,49726.738095,39839.5,71602.2,0.0791422969,0.8898425129
5241,0,125472,24,5228,58.171115674,0,6.43,5323,9675,125236,12.927631579,1,0,0,2,11603.7,0,1,48989.182474,800,117375,29467.26671,539445.5,451911.2,97,0,29562.588235,11897.6,55103.4,0.2846130395,0.8377331209
5245,0,125472,24,5228,51.54825462,1,3.13,999,8402,51428,9.2434210526,0,0,0,2,20109.7,0,1,71376.044156,800,143696.8,25109.194803,601541.3,536256,77,0,84498.396774,42152.2,224592.4,0.0698322406,0.8914701427
5253,0,100080,48,2085,31.923340178,1,5.74,2157,8403,114200,3.3881578947,1,0,0,2,10294.7,0,1,22604.34,300,38628.6,11029.074078,41842.7,11900,10,0,25082.6,12808,41542.7,0.1505570974,0.2844155751
5260,0,123300,36,3425,52.553045859,1,3.32,6445,9832,118650,18.585526316,0,1,0,1,3425.2,0,0,55026.62,800,132024.9,25548.054002,622069.2,538800,90,0,61793.064,32600.1,143317,0.0716927156,0.8661417956
5265,0,165780,60,2763,47.26899384,0,1.29,2719,8544,145688,19.967105263,0,0,0,1,2762.8,0,0,45342.204425,413.3,116112.4,26937.966875,569732.5,456993.2,113,2,67906.284,413.3,175363.7,0.0472666704,0.8021192365
5269,1,164052,36,4557,19.386721424,1,3.52,1328,8930,51313,12.072368421,0,0,0,1,4557.2,0,0,41752.161538,-2564.7,112045.6,30609.389888,394206.7,280500.4,65,1,21406.094444,-566.6,76403.9,0.1789236312,0.7115573846
5270,0,191088,48,3981,35.055441478,0,4.83,2123,8187,102609,13.421052632,1,0,0,1,3981,0,0,32688.033333,500,57550.1,11262.531251,283323.3,244931.4,78,0,29934.784211,13219.3,63616.2,0.1877263468,0.8644948562
5281,0,194256,24,8094,29.407255305,0,6.6,1103,8173,42821,22.664473684,1,1,0,1,8094.2,0,0,51370.480597,400,134156.7,27095.340185,892289.6,765462.8,134,0,61271.453333,36963.6,100103.3,0.2425621564,0.8578637946
5282,1,388512,48,8094,27.148528405,1,6.6,1103,8173,42821,21.25,0,0,0,1,8094.2,0,0,21371.32,-2838.8,84743.5,21196.682132,458514,352837.8,120,4,28807.731579,6023.1,120217,0.2019797039,0.7695250973
5285,0,78936,12,6578,36.602327173,1,3.52,1328,8930,51313,8.9802631579,1,0,0,3,10124,0,1,25900.319608,900,40560.3,7684.8697053,95405,70804,51,0,24061.321739,16007.1,35455.2,0.5565426333,0.7421441
5287,0,64224,24,2676,60.572210815,0,2.95,2640,8546,77963,14.473684211,0,0,0,2,12425,0,1,45735.838298,900,92048.9,19455.06988,201968.6,178316,47,0,35173.075,20601.7,18061.4,0.4444099998,0.8828902964
5293,0,189792,48,3954,58.327173169,0,1.51,6079,9538,162580,20.888157895,1,0,0,2,16067.3,0,1,34760.228906,500,78411.8,14092.496457,546211.2,484141.6,128,0,31626.225,17074.4,71806.5,0.1651870574,0.8863635781
5301,0,141948,36,3943,46.015058179,1,4.09,5623,9893,228848,3.75,1,1,0,2,13585,0,1,32592.68,800,63263.1,17970.978977,68439.8,21200,10,0,38137.475,19827,48412.8,0.2443210687,0.3097713644
5304,0,172272,24,7178,55.137577002,0,5.93,4980,8678,161227,10.888157895,1,0,0,2,21634,0,1,61146.523636,300,126478.3,22317.596478,529787.7,457223.6,55,0,65364.765,41103.1,154604.7,0.1392815494,0.8630319975
5310,0,248148,36,6893,54.822724162,1,1.62,1580,8594,72541,16.546052632,1,0,0,4,13070,1,1,36063.788333,600,67486,10761.578896,347756.2,306647.6,120,0,29970.004,15263.6,63122.3,0.327586562,0.8817893634
5311,0,30060,60,501,44.958247775,0,1.62,1580,8594,72541,21.414473684,1,1,0,5,7336,1,1,37213.407527,500,69382.9,11270.503746,476146.8,427623.2,186,0,28989.244828,19111.3,69053.8,0.0217646923,0.8980913069
5312,0,202788,36,5633,42.699520876,1,3.52,1328,8930,51313,12.730263158,0,0,0,2,17627,0,1,57124.268354,1100,139880.9,23297.663575,678389.7,481986,79,0,48179.804545,25107.3,145193.8,0.1163868625,0.7104858601
5313,0,43200,24,1800,48.90349076,1,3.33,5796,9198,159617,10,1,0,0,2,7510,0,1,36159.705556,400,62263.4,10229.963511,149842.3,112223,54,0,36522.922222,26340.5,41470.7,0.1302029961,0.7489423952
5314,1,96396,12,8033,46.012320329,1,3.38,2985,9650,94812,3.4539473684,0,0,0,1,8033.2,0,0,12250,1100,20100,8330.8663015,20100,0,4,0,15966.666667,11000,19000,1.268168184,0.0000497488
5316,0,165960,36,4610,25.026694045,0,1.79,2854,8369,112709,4.8684210526,1,0,0,4,13152,1,1,52083.859459,700,120512.8,29122.059454,229893.7,164002.8,37,0,56036.575862,23795,140847.9,0.098188936,0.713386607
5318,0,385584,48,8033,24.249144422,0,1.62,1580,8594,72541,16.513157895,1,0,0,1,8033.2,0,0,69656.369231,400,118267.7,23107.003039,481289.8,429216.8,78,0,66948.531579,18109,86988.9,0.2770257921,0.8918055363
5319,0,239460,60,3991,51.978097194,1,4.09,5623,9893,228848,9.0131578947,1,0,0,3,14941.8,0,1,40061.580435,300,74408.8,16062.532138,240982.9,195062.4,46,0,34471.545833,12922.6,84318.1,0.1419929294,0.8094457763
5320,0,143676,36,3991,45.53045859,0,1.88,3659,8743,157042,14.703947368,0,0,0,4,14445.8,1,1,28370.441667,700,82795.9,16621.386657,221278.9,194231,72,0,14387.23,6404.6,45690.8,0.2620267958,0.8777661234
5325,0,105804,36,2939,53.089664613,1,1.42,6604,10045,177686,6.0855263158,1,1,0,2,9932.7,0,1,41297.48,1000,65898.5,14151.260443,120309.8,86017.2,25,0,46378.6375,34129.2,62247.2,0.1416380992,0.7149665699
5329,0,396120,60,6602,46.29431896,1,3.13,999,8402,51428,18.092105263,0,1,0,1,6601.7,0,0,58855.277895,500,104859.1,20275.141981,776665.3,608890,95,0,64010.594118,40295.7,119627.8,0.165559371,0.7839801984
5332,0,37944,36,1054,31.58110883,1,0.29,85677,12541,1204953,19.539473684,1,1,0,1,1054,0,0,61295.969159,500,100074.6,18670.113398,510519.7,437604.4,107,0,81391.395652,59781.9,87402.4,0.0361762546,0.8571746454
5334,0,209040,24,8710,19.195071869,0,0.29,85677,12541,1204953,11.677631579,1,1,0,3,11762,0,1,44982.422727,900,74276.7,14572.504224,255930.5,198426.2,66,0,35053.622727,23050.9,66927.3,0.3904061389,0.775313707
5337,0,162468,36,4513,39.082819986,1,2.8,4340,9272,105058,4.8684210526,1,0,0,2,8710.7,0,1,51279.553333,700,83862.8,24180.888924,150438.8,75800,15,0,64255.2,37703.8,95335,0.142010531,0.5038626746
5338,1,57360,12,4780,40.164271047,0,2.95,2640,8546,77963,10.296052632,1,0,0,4,12032,1,1,36887.156,-5851.2,78725.3,21128.247451,320129.8,285987.3,75,1,22798.122222,-5851.2,101264.5,0.1416051547,0.8933482814
5343,0,44952,24,1873,27.271731691,0,0.29,85677,12541,1204953,14.243421053,1,0,0,3,9385.8,0,1,51453.801124,1000,127317,23458.498481,450344.7,387248.4,89,0,63044.172727,19870,122818.2,0.0457494309,0.8598936328
5346,0,55632,24,2318,50.431211499,0,6.63,9878,10177,285387,21.184210526,1,0,0,1,2317.5,0,0,29645.320175,500,52896.1,11976.126778,363519.5,246448.2,114,0,39548.40625,30392.2,42200.7,0.164772283,0.6779513122
5350,0,249312,48,5194,40.807665982,0,2.64,6041,10787,170449,14.243421053,0,0,0,2,19358,0,1,35914.855,900,88597.4,23021.041061,327590.7,272164,60,0,26425.517647,5834.2,98087.2,0.1588537897,0.8308055424
5351,0,205200,36,5700,31.427789185,1,0.29,85677,12541,1204953,17.796052632,0,0,0,4,18957.3,1,1,58336.311628,900,93928.5,17204.07091,623544.1,533531,129,0,66783.408333,44012.9,103419.1,0.165341837,0.855643
5352,1,68400,12,5700,18.787132101,1,4.09,5623,9893,228848,5.4934210526,1,0,0,1,5700.3,0,0,31793.735714,800,51242.2,12297.155099,62746.2,38800,14,0,27057.933333,23798.4,443.1,38.332212508,0.6183702221
5354,0,290820,60,4847,61.034907598,0,3.85,2616,9307,95616,11.25,1,1,0,4,8227,1,1,44617.080952,900,62178.2,10915.899465,255577.2,202188.2,84,0,45372.314815,22445.1,67888.3,0.2141806093,0.7911050316
5358,0,38520,12,3210,57.560574949,0,2.41,1658,8388,95907,19.638157895,1,0,0,2,6325,0,1,20231.313158,900,31302,4462.709852,142273.4,128279,114,0,19747.609091,13342.4,20324.2,0.4737494589,0.9016379616
5360,0,176328,36,4898,54.570841889,0,2.53,1850,8240,107911,20.559210526,1,0,0,5,14433.2,1,1,47164.918713,400,87431.8,16696.592829,654714.4,589779,171,0,59851.893548,34469.3,103644.2,0.1417693869,0.9008188902
5363,1,293880,60,4898,21.80971937,1,1.6,4484,9624,197099,17.467105263,0,1,1,1,4898.2,0,0,53227.144444,-2804.8,132818.3,34779.117446,507891.1,427149,90,1,2094.3933333,-2804.8,16700.7,0.8796853392,0.8410250917
5365,0,271260,60,4521,27.049965777,0,4.46,4147,9065,114006,15.065789474,1,0,0,2,11365,0,1,14873.378082,700,36763.1,7753.0972997,179250.9,167666,73,0,10497.78125,2811.2,36105.1,0.3756220903,0.9353708385
5366,0,86184,12,7182,56.328542094,1,6.63,9878,10177,285387,7.7960526316,1,1,0,3,10425.5,0,1,60273.678571,300,128146,25642.077157,368577.8,248172.8,42,0,56350.57037,22011.8,130183.2,0.1655014126,0.6733263009
